参数,总收益率
"{'boll_window': 24, 'boll_dev': 4, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 5.899999999999995, 'dis_open': 4, 'interval': 2}",131.9383451
"{'boll_window': 15, 'boll_dev': 2, 'atr_window': 12, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 8, 'interval': 2}",131.7213176
"{'boll_window': 15, 'boll_dev': 2, 'atr_window': 22, 'risk_level': 50, 'sl_multiplier': 6.499999999999993, 'dis_open': 18, 'interval': 2}",130.658968
"{'boll_window': 18, 'boll_dev': 2, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 8, 'interval': 2}",129.945199
"{'boll_window': 18, 'boll_dev': 4, 'atr_window': 30, 'risk_level': 50, 'sl_multiplier': 6.099999999999994, 'dis_open': 4, 'interval': 2}",128.5570676
"{'boll_window': 27, 'boll_dev': 4, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 8, 'interval': 2}",128.5253076
"{'boll_window': 24, 'boll_dev': 2, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 8, 'interval': 2}",124.5856246
"{'boll_window': 39, 'boll_dev': 4, 'atr_window': 12, 'risk_level': 50, 'sl_multiplier': 6.8999999999999915, 'dis_open': 18, 'interval': 2}",124.0293007
"{'boll_window': 27, 'boll_dev': 2, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 6.499999999999993, 'dis_open': 18, 'interval': 2}",123.5012066
"{'boll_window': 18, 'boll_dev': 2, 'atr_window': 24, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 14, 'interval': 2}",122.8869998
"{'boll_window': 15, 'boll_dev': 4, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 14, 'interval': 2}",121.6314499
"{'boll_window': 24, 'boll_dev': 4, 'atr_window': 8, 'risk_level': 50, 'sl_multiplier': 6.199999999999994, 'dis_open': 4, 'interval': 2}",121.2814771
"{'boll_window': 18, 'boll_dev': 4, 'atr_window': 30, 'risk_level': 50, 'sl_multiplier': 6.499999999999993, 'dis_open': 8, 'interval': 2}",121.0099864
"{'boll_window': 39, 'boll_dev': 2, 'atr_window': 12, 'risk_level': 50, 'sl_multiplier': 6.8999999999999915, 'dis_open': 14, 'interval': 2}",120.9884917
"{'boll_window': 18, 'boll_dev': 2, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 6.499999999999993, 'dis_open': 18, 'interval': 2}",117.9332074
"{'boll_window': 18, 'boll_dev': 2, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 4.999999999999998, 'dis_open': 4, 'interval': 4}",116.4413608
"{'boll_window': 15, 'boll_dev': 4, 'atr_window': 12, 'risk_level': 50, 'sl_multiplier': 6.099999999999994, 'dis_open': 8, 'interval': 2}",116.3785892
"{'boll_window': 39, 'boll_dev': 2, 'atr_window': 10, 'risk_level': 50, 'sl_multiplier': 6.499999999999993, 'dis_open': 8, 'interval': 2}",115.4347777
