2021-08-04 08:45:05,580  INFO: 主引擎创建成功
2021-08-04 08:45:05,582  INFO: 注册日志事件监听
2021-08-04 08:45:05,582  INFO: 连接CTP接口
2021-08-04 08:45:05,681  INFO: 行情服务器连接成功
2021-08-04 08:45:05,715  INFO: 行情服务器登录成功
2021-08-04 08:45:05,789  INFO: 交易服务器连接成功
2021-08-04 08:45:06,046  INFO: 交易服务器授权验证成功
2021-08-04 08:45:06,106  INFO: 交易服务器登录成功
2021-08-04 08:45:06,208  INFO: 结算信息确认成功
2021-08-04 08:45:10,947  INFO: 合约信息查询成功
2021-08-04 08:45:16,353  INFO: RQData数据接口初始化成功
2021-08-04 08:45:16,923  INFO: CTA策略引擎初始化成功
2021-08-04 08:45:16,939  INFO: CTA引擎初始化完成
2021-08-04 08:45:16,950  INFO: papertest1开始执行初始化
2021-08-04 08:45:18,341  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.774132387489423, trading_size:5
2021-08-04 08:45:18,342  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:33:00
2021-08-04 08:45:18,344  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.876058822883225, trading_size:5
2021-08-04 08:45:18,345  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,346  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:35:00
2021-08-04 08:45:18,347  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.719598825683727, trading_size:5
2021-08-04 08:45:18,349  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:37:00
2021-08-04 08:45:18,350  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.659671650451795, trading_size:5
2021-08-04 08:45:18,351  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:39:00
2021-08-04 08:45:18,352  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.604738406489188, trading_size:5
2021-08-04 08:45:18,354  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,355  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:41:00
2021-08-04 08:45:18,356  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.221142711609941, trading_size:6
2021-08-04 08:45:18,357  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:43:00
2021-08-04 08:45:18,358  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.9528001019273935, trading_size:6
2021-08-04 08:45:18,359  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,360  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:45:00
2021-08-04 08:45:18,362  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.789855467288505, trading_size:6
2021-08-04 08:45:18,363  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:47:00
2021-08-04 08:45:18,364  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.640722332419031, trading_size:6
2021-08-04 08:45:18,365  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:49:00
2021-08-04 08:45:18,367  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.58726076126964, trading_size:6
2021-08-04 08:45:18,368  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:51:00
2021-08-04 08:45:18,369  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.454985449929741, trading_size:6
2021-08-04 08:45:18,370  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:53:00
2021-08-04 08:45:18,372  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.333550438262658, trading_size:6
2021-08-04 08:45:18,373  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,374  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:55:00
2021-08-04 08:45:18,375  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.972403328903624, trading_size:6
2021-08-04 08:45:18,377  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:57:00
2021-08-04 08:45:18,378  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.891323162118422, trading_size:6
2021-08-04 08:45:18,379  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,380  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:59:00
2021-08-04 08:45:18,382  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.650322265529698, trading_size:6
2021-08-04 08:45:18,383  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:01:00
2021-08-04 08:45:18,386  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.679440589330988, trading_size:6
2021-08-04 08:45:18,388  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:03:00
2021-08-04 08:45:18,389  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.9560428552964595, trading_size:6
2021-08-04 08:45:18,390  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:05:00
2021-08-04 08:45:18,394  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.959795481540798, trading_size:6
2021-08-04 08:45:18,395  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,402  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:07:00
2021-08-04 08:45:18,409  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.046450541539636, trading_size:6
2021-08-04 08:45:18,410  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,412  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:09:00
2021-08-04 08:45:18,415  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.875934483815905, trading_size:6
2021-08-04 08:45:18,418  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:11:00
2021-08-04 08:45:18,421  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.969635260037339, trading_size:6
2021-08-04 08:45:18,425  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:13:00
2021-08-04 08:45:18,426  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.805742512286021, trading_size:6
2021-08-04 08:45:18,431  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,436  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:15:00
2021-08-04 08:45:18,437  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.905503912279887, trading_size:6
2021-08-04 08:45:18,443  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,444  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:17:00
2021-08-04 08:45:18,446  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.580048834157324, trading_size:6
2021-08-04 08:45:18,447  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,448  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:19:00
2021-08-04 08:45:18,449  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.448342285636596, trading_size:6
2021-08-04 08:45:18,451  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,452  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:21:00
2021-08-04 08:45:18,453  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.327872712914867, trading_size:6
2021-08-04 08:45:18,455  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,456  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:23:00
2021-08-04 08:45:18,457  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.2174100401464285, trading_size:6
2021-08-04 08:45:18,458  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,460  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:25:00
2021-08-04 08:45:18,462  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.449518154548877, trading_size:6
2021-08-04 08:45:18,464  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:27:00
2021-08-04 08:45:18,465  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.162448662852828, trading_size:6
2021-08-04 08:45:18,466  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,467  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:29:00
2021-08-04 08:45:18,468  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.149308791266307, trading_size:6
2021-08-04 08:45:18,469  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,469  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:31:00
2021-08-04 08:45:18,470  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.13721377170133, trading_size:7
2021-08-04 08:45:18,471  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:33:00
2021-08-04 08:45:18,471  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.79283273067515, trading_size:7
2021-08-04 08:45:18,472  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:35:00
2021-08-04 08:45:18,473  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.976208245167491, trading_size:7
2021-08-04 08:45:18,474  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,475  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:37:00
2021-08-04 08:45:18,476  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.894929182752102, trading_size:7
2021-08-04 08:45:18,477  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:39:00
2021-08-04 08:45:18,478  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.653910701937413, trading_size:7
2021-08-04 08:45:18,479  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:41:00
2021-08-04 08:45:18,480  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.849600786381473, trading_size:7
2021-08-04 08:45:18,481  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:43:00
2021-08-04 08:45:18,482  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.778943970213487, trading_size:7
2021-08-04 08:45:18,482  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:45:00
2021-08-04 08:45:18,483  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.714347121296058, trading_size:7
2021-08-04 08:45:18,484  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:47:00
2021-08-04 08:45:18,485  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.571495604890338, trading_size:7
2021-08-04 08:45:18,487  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,488  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:49:00
2021-08-04 08:45:18,489  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.522789438452776, trading_size:7
2021-08-04 08:45:18,490  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:51:00
2021-08-04 08:45:18,491  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.561754788811096, trading_size:7
2021-08-04 08:45:18,492  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,492  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:53:00
2021-08-04 08:45:18,493  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.764684040888663, trading_size:7
2021-08-04 08:45:18,494  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:55:00
2021-08-04 08:45:18,495  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.617738055738222, trading_size:7
2021-08-04 08:45:18,495  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:57:00
2021-08-04 08:45:18,496  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.566324346640414, trading_size:7
2021-08-04 08:45:18,497  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:59:00
2021-08-04 08:45:18,498  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.685707786901336, trading_size:7
2021-08-04 08:45:18,498  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:01:00
2021-08-04 08:45:18,499  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.7119740105755525, trading_size:6
2021-08-04 08:45:18,500  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:03:00
2021-08-04 08:45:18,501  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.152682236602638, trading_size:6
2021-08-04 08:45:18,501  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,502  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:05:00
2021-08-04 08:45:18,503  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.556560921338706, trading_size:5
2021-08-04 08:45:18,504  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,504  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:07:00
2021-08-04 08:45:18,505  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.676761561608865, trading_size:5
2021-08-04 08:45:18,506  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,506  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:09:00
2021-08-04 08:45:18,507  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.870482945533263, trading_size:5
2021-08-04 08:45:18,508  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,509  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:11:00
2021-08-04 08:45:18,509  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.131283195873682, trading_size:5
2021-08-04 08:45:18,510  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,511  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:13:00
2021-08-04 08:45:18,512  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.370367998189542, trading_size:5
2021-08-04 08:45:18,512  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,513  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:15:00
2021-08-04 08:45:18,514  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.255970115897757, trading_size:5
2021-08-04 08:45:18,515  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,515  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:17:00
2021-08-04 08:45:18,516  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.984535417117522, trading_size:5
2021-08-04 08:45:18,517  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,517  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:19:00
2021-08-04 08:45:18,518  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.73592798814648, trading_size:5
2021-08-04 08:45:18,519  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,520  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:21:00
2021-08-04 08:45:18,520  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.67444666273486, trading_size:5
2021-08-04 08:45:18,521  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,522  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:23:00
2021-08-04 08:45:18,523  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.451551038868288, trading_size:5
2021-08-04 08:45:18,523  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,524  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:25:00
2021-08-04 08:45:18,524  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.163911041926976, trading_size:6
2021-08-04 08:45:18,525  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,525  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:27:00
2021-08-04 08:45:18,526  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.483878782962188, trading_size:5
2021-08-04 08:45:18,527  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:29:00
2021-08-04 08:45:18,528  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.110487229038371, trading_size:6
2021-08-04 08:45:18,528  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,529  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:31:00
2021-08-04 08:45:18,530  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.934756542648974, trading_size:6
2021-08-04 08:45:18,530  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:33:00
2021-08-04 08:45:18,531  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.606856582860799, trading_size:6
2021-08-04 08:45:18,532  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,533  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:35:00
2021-08-04 08:45:18,533  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.389496772329835, trading_size:6
2021-08-04 08:45:18,534  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,535  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:37:00
2021-08-04 08:45:18,536  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.1072500007806205, trading_size:7
2021-08-04 08:45:18,536  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:39:00
2021-08-04 08:45:18,537  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.015240597471173, trading_size:7
2021-08-04 08:45:18,538  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,539  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:41:00
2021-08-04 08:45:18,539  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.18073390766914, trading_size:6
2021-08-04 08:45:18,540  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,541  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:43:00
2021-08-04 08:45:18,542  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.165375506266824, trading_size:6
2021-08-04 08:45:18,542  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:45:00
2021-08-04 08:45:18,543  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.901493939523262, trading_size:7
2021-08-04 08:45:18,544  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:47:00
2021-08-04 08:45:18,545  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.992871374461285, trading_size:7
2021-08-04 08:45:18,545  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:49:00
2021-08-04 08:45:18,546  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.076229343701737, trading_size:6
2021-08-04 08:45:18,547  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:51:00
2021-08-04 08:45:18,548  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.819894804563734, trading_size:6
2021-08-04 08:45:18,548  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:53:00
2021-08-04 08:45:18,549  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.584964451829703, trading_size:6
2021-08-04 08:45:18,550  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:55:00
2021-08-04 08:45:18,551  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.703156254635119, trading_size:6
2021-08-04 08:45:18,551  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:57:00
2021-08-04 08:45:18,552  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.561090479853245, trading_size:6
2021-08-04 08:45:18,553  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:09:59:00
2021-08-04 08:45:18,554  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.514307871226813, trading_size:6
2021-08-04 08:45:18,554  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:01:00
2021-08-04 08:45:18,555  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.638233729349714, trading_size:6
2021-08-04 08:45:18,556  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:03:00
2021-08-04 08:45:18,556  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.418559980275322, trading_size:6
2021-08-04 08:45:18,557  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:05:00
2021-08-04 08:45:18,558  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.050536453992748, trading_size:7
2021-08-04 08:45:18,559  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,559  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:07:00
2021-08-04 08:45:18,560  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.129608278882688, trading_size:7
2021-08-04 08:45:18,561  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:18,562  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:09:00
2021-08-04 08:45:18,562  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.785667642283596, trading_size:6
2021-08-04 08:45:18,563  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:11:00
2021-08-04 08:45:18,564  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.553628946647958, trading_size:6
2021-08-04 08:45:18,564  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:13:00
2021-08-04 08:45:18,565  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.424331766997188, trading_size:6
2021-08-04 08:45:18,565  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:14:00
2021-08-04 08:45:18,566  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.139103292075603, trading_size:7
2021-08-04 08:45:18,566  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:31:00
2021-08-04 08:45:18,567  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.46053311703637, trading_size:6
2021-08-04 08:45:18,568  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:33:00
2021-08-04 08:45:18,569  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.75500164277975, trading_size:6
2021-08-04 08:45:18,569  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:35:00
2021-08-04 08:45:18,570  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.858733599710963, trading_size:6
2021-08-04 08:45:18,571  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,571  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:37:00
2021-08-04 08:45:18,572  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.786878805205924, trading_size:6
2021-08-04 08:45:18,573  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:18,574  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:39:00
2021-08-04 08:45:18,574  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.971058466286207, trading_size:5
2021-08-04 08:45:18,575  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,576  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:41:00
2021-08-04 08:45:18,577  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.556649601029603, trading_size:5
2021-08-04 08:45:18,577  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:10:43:00
2021-08-04 08:45:18,578  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.676685277025344, trading_size:5
